Date,Visitor,GV,Home,GH,Unnamed: 5,Att.,LOG,Notes
2008-11-28,New York Islanders,2.0,Boston Bruins,7.0,,17565.0,,
2008-11-28,Pittsburgh Penguins,3.0,Buffalo Sabres,4.0,,18690.0,,
2008-11-28,San Jose Sharks,6.0,Dallas Stars,2.0,,18532.0,,
2008-11-28,Columbus Blue Jackets,3.0,Detroit Red Wings,5.0,,20066.0,,
2008-11-28,New York Rangers,4.0,Florida Panthers,3.0,SO,18106.0,,
2008-11-28,Tampa Bay Lightning,2.0,Minnesota Wild,4.0,,18568.0,,
2008-11-28,Carolina Hurricanes,3.0,Philadelphia Flyers,2.0,OT,19587.0,,
2008-11-28,Colorado Avalanche,1.0,Phoenix Coyotes,2.0,,14031.0,,
2008-11-28,Montreal Canadiens,0.0,Washington Capitals,3.0,,18277.0,,
2008-11-29,Detroit Red Wings,1.0,Boston Bruins,4.0,,17565.0,,
2008-11-29,Washington Capitals,0.0,Columbus Blue Jackets,3.0,,17448.0,,
2008-11-29,Vancouver Canucks,1.0,Calgary Flames,3.0,,19289.0,,
2008-11-29,Tampa Bay Lightning,3.0,Colorado Avalanche,4.0,,18007.0,,
2008-11-29,Chicago Blackhawks,2.0,Los Angeles Kings,5.0,,16147.0,,
2008-11-29,Buffalo Sabres,2.0,Montreal Canadiens,3.0,,21273.0,,
2008-11-29,Minnesota Wild,6.0,Nashville Predators,2.0,,13990.0,,
2008-11-29,Ottawa Senators,2.0,New York Islanders,4.0,,13108.0,,
2008-11-29,San Jose Sharks,3.0,Phoenix Coyotes,2.0,,14007.0,,
2008-11-29,New Jersey Devils,1.0,Pittsburgh Penguins,4.0,,17132.0,,
2008-11-29,Edmonton Oilers,4.0,St. Louis Blues,2.0,,19150.0,,
2008-11-29,Philadelphia Flyers,2.0,Toronto Maple Leafs,4.0,,19387.0,,
2008-11-30,St. Louis Blues,4.0,Atlanta Thrashers,2.0,,14078.0,,
2008-11-30,Anaheim Ducks,4.0,Carolina Hurricanes,1.0,,14191.0,,
2008-11-30,Edmonton Oilers,3.0,Dallas Stars,4.0,,16650.0,,
2008-11-30,Florida Panthers,4.0,New York Rangers,0.0,,18200.0,,
2008-12-01,Nashville Predators,2.0,Buffalo Sabres,0.0,,18690.0,,
2008-12-01,Vancouver Canucks,2.0,Columbus Blue Jackets,3.0,,13299.0,,
2008-12-01,Anaheim Ducks,1.0,Detroit Red Wings,2.0,,18862.0,,
2008-12-01,Toronto Maple Leafs,3.0,Los Angeles Kings,1.0,,15052.0,,
2008-12-01,Colorado Avalanche,6.0,Minnesota Wild,5.0,,18568.0,,
2008-12-02,Dallas Stars,3.0,Calgary Flames,1.0,,19289.0,,
2008-12-02,Atlanta Thrashers,4.0,Montreal Canadiens,5.0,,21273.0,,
2008-12-02,Tampa Bay Lightning,3.0,Philadelphia Flyers,4.0,OT,19227.0,,
2008-12-02,Los Angeles Kings,2.0,Phoenix Coyotes,4.0,,11473.0,,
2008-12-02,Toronto Maple Leafs,2.0,San Jose Sharks,5.0,,17496.0,,
2008-12-02,Florida Panthers,5.0,Washington Capitals,3.0,,16792.0,,
2008-12-03,Anaheim Ducks,2.0,Chicago Blackhawks,4.0,,21574.0,,
2008-12-03,Dallas Stars,2.0,Edmonton Oilers,5.0,,16839.0,,
2008-12-03,St. Louis Blues,0.0,Minnesota Wild,4.0,,18568.0,,
2008-12-03,Pittsburgh Penguins,2.0,New York Rangers,3.0,SO,18200.0,,
2008-12-03,Atlanta Thrashers,1.0,Ottawa Senators,5.0,,17215.0,,
2008-12-04,Pittsburgh Penguins,5.0,Carolina Hurricanes,2.0,,14559.0,,
2008-12-04,Vancouver Canucks,5.0,Detroit Red Wings,6.0,,19116.0,,
2008-12-04,Buffalo Sabres,1.0,Florida Panthers,2.0,,13123.0,,
2008-12-04,New York Rangers,2.0,Montreal Canadiens,6.0,,21273.0,,
2008-12-04,Colorado Avalanche,2.0,Nashville Predators,3.0,,12717.0,,
2008-12-04,New Jersey Devils,3.0,Philadelphia Flyers,2.0,OT,19577.0,,
2008-12-04,Toronto Maple Leafs,3.0,Phoenix Coyotes,6.0,,13777.0,,
2008-12-04,Columbus Blue Jackets,2.0,San Jose Sharks,3.0,,17496.0,,
2008-12-04,Boston Bruins,3.0,Tampa Bay Lightning,1.0,,15598.0,,
2008-12-04,New York Islanders,2.0,Washington Capitals,5.0,,18130.0,,
2008-12-05,Colorado Avalanche,1.0,Dallas Stars,2.0,SO,16651.0,,
2008-12-05,Edmonton Oilers,5.0,Los Angeles Kings,4.0,SO,14920.0,,
2008-12-05,Vancouver Canucks,2.0,Minnesota Wild,1.0,,18568.0,,
2008-12-05,Calgary Flames,4.0,St. Louis Blues,3.0,OT,17365.0,,
2008-12-06,Philadelphia Flyers,2.0,Carolina Hurricanes,1.0,OT,14061.0,,
2008-12-06,Chicago Blackhawks,4.0,Detroit Red Wings,5.0,SO,20066.0,,
2008-12-06,Boston Bruins,4.0,Florida Panthers,0.0,,16213.0,,
2008-12-06,Columbus Blue Jackets,0.0,Los Angeles Kings,3.0,,15235.0,,
2008-12-06,New Jersey Devils,2.0,Montreal Canadiens,1.0,OT,21273.0,,
2008-12-06,Minnesota Wild,0.0,Nashville Predators,1.0,,14408.0,,
2008-12-06,Atlanta Thrashers,5.0,New York Islanders,1.0,,14174.0,,
2008-12-06,Pittsburgh Penguins,2.0,Ottawa Senators,3.0,,19561.0,,
2008-12-06,Edmonton Oilers,3.0,San Jose Sharks,2.0,OT,17496.0,,
2008-12-06,Phoenix Coyotes,3.0,St. Louis Blues,4.0,,19150.0,,
2008-12-06,Buffalo Sabres,4.0,Tampa Bay Lightning,3.0,,17154.0,,
2008-12-06,Washington Capitals,2.0,Toronto Maple Leafs,1.0,,19416.0,,
2008-12-07,Columbus Blue Jackets,3.0,Anaheim Ducks,5.0,,16914.0,,
2008-12-07,Washington Capitals,1.0,Carolina Hurricanes,3.0,,15308.0,,
2008-12-07,Phoenix Coyotes,1.0,Chicago Blackhawks,7.0,,21217.0,,
2008-12-07,Vancouver Canucks,4.0,Colorado Avalanche,5.0,SO,13411.0,,
2008-12-07,Calgary Flames,3.0,New York Rangers,0.0,,18200.0,,
2008-12-08,Tampa Bay Lightning,3.0,Boston Bruins,5.0,,16973.0,,
2008-12-08,Florida Panthers,4.0,Ottawa Senators,3.0,OT,17947.0,,
2008-12-08,Buffalo Sabres,4.0,Pittsburgh Penguins,3.0,,16976.0,,
2008-12-08,Nashville Predators,3.0,St. Louis Blues,6.0,,14537.0,,
2008-12-08,New York Islanders,2.0,Toronto Maple Leafs,4.0,,19309.0,,
2008-12-09,Los Angeles Kings,1.0,Colorado Avalanche,6.0,,14122.0,,
2008-12-09,Calgary Flames,1.0,Montreal Canadiens,4.0,,21273.0,,
2008-12-09,Vancouver Canucks,3.0,Nashville Predators,1.0,,12441.0,,
2008-12-09,New York Islanders,3.0,Philadelphia Flyers,4.0,,19037.0,,
2008-12-10,St. Louis Blues,2.0,Anaheim Ducks,4.0,,16058.0,,
2008-12-10,New York Rangers,3.0,Atlanta Thrashers,2.0,OT,13704.0,,
2008-12-10,Tampa Bay Lightning,2.0,Buffalo Sabres,4.0,,18431.0,,
2008-12-10,Ottawa Senators,0.0,Chicago Blackhawks,2.0,,21614.0,,
2008-12-10,Phoenix Coyotes,5.0,Dallas Stars,3.0,,16374.0,,
2008-12-10,Calgary Flames,3.0,Detroit Red Wings,4.0,OT,19335.0,,
2008-12-10,Pittsburgh Penguins,1.0,New Jersey Devils,4.0,,16808.0,,
2008-12-10,Boston Bruins,1.0,Washington Capitals,3.0,,17697.0,,
2008-12-11,Nashville Predators,1.0,Columbus Blue Jackets,2.0,SO,13484.0,,
2008-12-11,Florida Panthers,2.0,Edmonton Oilers,0.0,,16839.0,,
2008-12-11,St. Louis Blues,2.0,Los Angeles Kings,6.0,,13851.0,,
2008-12-11,Tampa Bay Lightning,3.0,Montreal Canadiens,1.0,,21273.0,,
2008-12-11,Carolina Hurricanes,5.0,Philadelphia Flyers,6.0,SO,19057.0,,
2008-12-11,Minnesota Wild,1.0,Phoenix Coyotes,3.0,,13296.0,,
2008-12-11,New York Islanders,2.0,Pittsburgh Penguins,9.0,,16972.0,,
2008-12-11,Anaheim Ducks,0.0,San Jose Sharks,2.0,,17496.0,,
2008-12-12,Boston Bruins,7.0,Atlanta Thrashers,3.0,,15818.0,,
2008-12-12,Toronto Maple Leafs,2.0,Buffalo Sabres,1.0,,18211.0,,
2008-12-12,Florida Panthers,3.0,Calgary Flames,2.0,SO,19289.0,,
2008-12-12,Chicago Blackhawks,4.0,Colorado Avalanche,3.0,,17569.0,,
2008-12-12,Detroit Red Wings,1.0,Dallas Stars,3.0,,18532.0,,
2008-12-12,New York Rangers,5.0,New Jersey Devils,8.0,,17625.0,,
2008-12-12,Ottawa Senators,1.0,Washington Capitals,5.0,,17973.0,,
2008-12-13,Atlanta Thrashers,2.0,Boston Bruins,4.0,,17565.0,,
2008-12-13,New York Islanders,1.0,Columbus Blue Jackets,3.0,,15443.0,,
2008-12-13,Vancouver Canucks,0.0,Edmonton Oilers,3.0,,16839.0,,
2008-12-13,Minnesota Wild,1.0,Los Angeles Kings,3.0,,14857.0,,
2008-12-13,Washington Capitals,2.0,Montreal Canadiens,1.0,,21273.0,,
2008-12-13,Buffalo Sabres,4.0,New Jersey Devils,2.0,,15713.0,,
2008-12-13,Dallas Stars,0.0,Nashville Predators,3.0,,15426.0,,
2008-12-13,Carolina Hurricanes,2.0,New York Rangers,3.0,SO,18200.0,,
2008-12-13,Tampa Bay Lightning,0.0,Ottawa Senators,2.0,,18446.0,,
2008-12-13,Pittsburgh Penguins,3.0,Philadelphia Flyers,6.0,,19811.0,,
2008-12-13,Detroit Red Wings,5.0,Phoenix Coyotes,4.0,SO,16339.0,,
2008-12-13,St. Louis Blues,4.0,San Jose Sharks,5.0,,17496.0,,
2008-12-14,Minnesota Wild,2.0,Anaheim Ducks,4.0,,16577.0,,
2008-12-14,Columbus Blue Jackets,1.0,Chicago Blackhawks,3.0,,21379.0,,
2008-12-14,Florida Panthers,3.0,Vancouver Canucks,5.0,,18630.0,,
2008-12-15,Colorado Avalanche,3.0,Detroit Red Wings,2.0,,19154.0,,
2008-12-15,San Jose Sharks,3.0,Los Angeles Kings,2.0,SO,16005.0,,
2008-12-16,New York Rangers,3.0,Anaheim Ducks,1.0,,16921.0,,
2008-12-16,Montreal Canadiens,2.0,Carolina Hurricanes,3.0,,16434.0,,
2008-12-16,Phoenix Coyotes,1.0,Dallas Stars,2.0,OT,15387.0,,
2008-12-16,Chicago Blackhawks,9.0,Edmonton Oilers,2.0,,16839.0,,
2008-12-16,Washington Capitals,5.0,New York Islanders,4.0,OT,11655.0,,
2008-12-16,Atlanta Thrashers,4.0,Ottawa Senators,1.0,,18746.0,,
2008-12-16,Colorado Avalanche,2.0,Philadelphia Flyers,5.0,,19219.0,,
2008-12-16,Calgary Flames,6.0,St. Louis Blues,3.0,,16426.0,,
2008-12-16,New Jersey Devils,2.0,Toronto Maple Leafs,3.0,SO,19315.0,,
2008-12-17,New Jersey Devils,5.0,Buffalo Sabres,3.0,,18690.0,,
2008-12-17,San Jose Sharks,1.0,Columbus Blue Jackets,2.0,OT,13884.0,,
2008-12-17,New York Rangers,3.0,Los Angeles Kings,2.0,OT,17166.0,,
2008-12-17,Calgary Flames,3.0,Minnesota Wild,2.0,OT,18568.0,,
2008-12-17,Edmonton Oilers,2.0,Vancouver Canucks,4.0,,18630.0,,
2008-12-18,Pittsburgh Penguins,6.0,Atlanta Thrashers,3.0,,15124.0,,
2008-12-18,Toronto Maple Leafs,5.0,Boston Bruins,8.0,,17565.0,,
2008-12-18,Florida Panthers,1.0,Carolina Hurricanes,2.0,OT,14533.0,,
2008-12-18,Columbus Blue Jackets,5.0,Dallas Stars,6.0,SO,16281.0,,
2008-12-18,San Jose Sharks,0.0,Detroit Red Wings,6.0,,19507.0,,
2008-12-18,Philadelphia Flyers,2.0,Montreal Canadiens,5.0,,21273.0,,
2008-12-18,Nashville Predators,1.0,Phoenix Coyotes,2.0,,14193.0,,
2008-12-18,Colorado Avalanche,2.0,Tampa Bay Lightning,1.0,SO,16333.0,,
2008-12-18,St. Louis Blues,2.0,Washington Capitals,4.0,,18277.0,,
2008-12-19,Los Angeles Kings,0.0,Buffalo Sabres,5.0,,18147.0,,
2008-12-19,Chicago Blackhawks,3.0,Calgary Flames,2.0,OT,19289.0,,
2008-12-19,Anaheim Ducks,3.0,Edmonton Oilers,2.0,SO,16839.0,,
2008-12-19,New York Islanders,1.0,Minnesota Wild,4.0,,18568.0,,
2008-12-19,Ottawa Senators,1.0,New Jersey Devils,5.0,,13242.0,,
2008-12-20,Tampa Bay Lightning,3.0,Atlanta Thrashers,4.0,,14395.0,,
2008-12-20,Carolina Hurricanes,2.0,Boston Bruins,4.0,,17565.0,,
2008-12-20,Los Angeles Kings,4.0,Detroit Red Wings,6.0,,19784.0,,
2008-12-20,Buffalo Sabres,3.0,Montreal Canadiens,4.0,OT,21273.0,,
2008-12-20,New York Islanders,0.0,Nashville Predators,1.0,,16457.0,,
2008-12-20,Dallas Stars,4.0,Ottawa Senators,5.0,OT,19486.0,,
2008-12-20,Washington Capitals,1.0,Philadelphia Flyers,7.0,,19897.0,,
2008-12-20,Columbus Blue Jackets,0.0,Phoenix Coyotes,2.0,,16125.0,,
2008-12-20,Toronto Maple Leafs,7.0,Pittsburgh Penguins,3.0,,17053.0,,
2008-12-20,New York Rangers,2.0,San Jose Sharks,3.0,,17496.0,,
2008-12-20,Minnesota Wild,2.0,St. Louis Blues,4.0,,19150.0,,
2008-12-20,Chicago Blackhawks,3.0,Vancouver Canucks,1.0,,18630.0,,
2008-12-21,Colorado Avalanche,0.0,Florida Panthers,3.0,,16132.0,,
2008-12-21,Carolina Hurricanes,3.0,Montreal Canadiens,2.0,OT,21273.0,,
2008-12-21,Philadelphia Flyers,2.0,New Jersey Devils,3.0,SO,14426.0,,
2008-12-21,Boston Bruins,6.0,St. Louis Blues,3.0,,19150.0,,
2008-12-22,Toronto Maple Leafs,6.0,Atlanta Thrashers,2.0,,16413.0,,
2008-12-22,Pittsburgh Penguins,4.0,Buffalo Sabres,3.0,OT,18690.0,,
2008-12-22,Phoenix Coyotes,2.0,Edmonton Oilers,4.0,,16839.0,,
2008-12-22,Anaheim Ducks,3.0,Vancouver Canucks,4.0,,18630.0,,
2008-12-23,Los Angeles Kings,3.0,Columbus Blue Jackets,0.0,,15145.0,,
2008-12-23,Anaheim Ducks,3.0,Calgary Flames,4.0,,19289.0,,
2008-12-23,Phoenix Coyotes,4.0,Colorado Avalanche,5.0,OT,14625.0,,
2008-12-23,St. Louis Blues,1.0,Detroit Red Wings,4.0,,20066.0,,
2008-12-23,Nashville Predators,0.0,Florida Panthers,3.0,,14703.0,,
2008-12-23,Carolina Hurricanes,2.0,Minnesota Wild,3.0,,18568.0,,
2008-12-23,Boston Bruins,2.0,New Jersey Devils,0.0,,16305.0,,
2008-12-23,Atlanta Thrashers,4.0,New York Islanders,2.0,,14227.0,,
2008-12-23,Washington Capitals,5.0,New York Rangers,4.0,OT,18200.0,,
2008-12-23,Ottawa Senators,4.0,Philadelphia Flyers,6.0,,19578.0,,
2008-12-23,Tampa Bay Lightning,2.0,Pittsburgh Penguins,0.0,,17064.0,,
2008-12-23,Vancouver Canucks,0.0,San Jose Sharks,5.0,,17496.0,,
2008-12-23,Dallas Stars,8.0,Toronto Maple Leafs,2.0,,19269.0,,
2008-12-26,Carolina Hurricanes,5.0,Atlanta Thrashers,4.0,,16012.0,,
2008-12-26,Philadelphia Flyers,1.0,Chicago Blackhawks,5.0,,22712.0,,
2008-12-26,Tampa Bay Lightning,4.0,Florida Panthers,3.0,SO,16961.0,,
2008-12-26,Phoenix Coyotes,2.0,Los Angeles Kings,1.0,,18118.0,,
2008-12-26,Pittsburgh Penguins,1.0,New Jersey Devils,0.0,,16921.0,,
2008-12-26,Detroit Red Wings,2.0,Nashville Predators,3.0,,17113.0,,
2008-12-26,Toronto Maple Leafs,1.0,New York Islanders,4.0,,15173.0,,
2008-12-26,Edmonton Oilers,3.0,Vancouver Canucks,2.0,,18630.0,,
2008-12-26,Buffalo Sabres,2.0,Washington Capitals,3.0,,18277.0,,
2008-12-27,New York Islanders,3.0,Buffalo Sabres,4.0,SO,18690.0,,
2008-12-27,Boston Bruins,4.0,Carolina Hurricanes,2.0,,16705.0,,
2008-12-27,Philadelphia Flyers,0.0,Columbus Blue Jackets,3.0,,18402.0,,
2008-12-27,Ottawa Senators,3.0,Calgary Flames,6.0,,19289.0,,
2008-12-27,Detroit Red Wings,3.0,Colorado Avalanche,4.0,SO,18007.0,,
2008-12-27,Anaheim Ducks,3.0,Dallas Stars,4.0,OT,18532.0,,
2008-12-27,New Jersey Devils,4.0,New York Rangers,2.0,,18200.0,,
2008-12-27,Los Angeles Kings,4.0,Phoenix Coyotes,0.0,,16199.0,,
2008-12-27,Montreal Canadiens,3.0,Pittsburgh Penguins,2.0,,17132.0,,
2008-12-27,San Jose Sharks,2.0,St. Louis Blues,3.0,SO,19150.0,,
2008-12-27,Florida Panthers,4.0,Tampa Bay Lightning,6.0,,18226.0,,
2008-12-28,Boston Bruins,2.0,Atlanta Thrashers,1.0,,16835.0,,
2008-12-28,Nashville Predators,2.0,Edmonton Oilers,5.0,,16839.0,,
2008-12-28,Chicago Blackhawks,4.0,Minnesota Wild,1.0,,18568.0,,
2008-12-28,Anaheim Ducks,4.0,St. Louis Blues,3.0,,19150.0,,
2008-12-28,Ottawa Senators,0.0,Vancouver Canucks,3.0,,18630.0,,
2008-12-28,Toronto Maple Leafs,1.0,Washington Capitals,4.0,,18277.0,,
2008-12-29,Minnesota Wild,1.0,Calgary Flames,2.0,,19289.0,,
2008-12-29,Nashville Predators,1.0,Colorado Avalanche,5.0,,15643.0,,
2008-12-29,San Jose Sharks,3.0,Dallas Stars,1.0,,18532.0,,
2008-12-29,Montreal Canadiens,5.0,Florida Panthers,2.0,,20741.0,,
2008-12-29,Columbus Blue Jackets,2.0,Los Angeles Kings,0.0,,18118.0,,
2008-12-29,New York Islanders,4.0,New York Rangers,5.0,,18200.0,,
2008-12-30,Washington Capitals,4.0,Buffalo Sabres,2.0,,18690.0,,
2008-12-30,Chicago Blackhawks,0.0,Detroit Red Wings,4.0,,20066.0,,
2008-12-30,Ottawa Senators,3.0,Edmonton Oilers,2.0,,16839.0,,
2008-12-30,Boston Bruins,5.0,Pittsburgh Penguins,2.0,,17132.0,,
2008-12-30,New Jersey Devils,4.0,St. Louis Blues,3.0,,19150.0,,
2008-12-30,Montreal Canadiens,2.0,Tampa Bay Lightning,1.0,SO,20454.0,,
2008-12-30,Atlanta Thrashers,3.0,Toronto Maple Leafs,4.0,OT,19260.0,,
2008-12-30,Philadelphia Flyers,3.0,Vancouver Canucks,2.0,,18630.0,,
2008-12-31,Columbus Blue Jackets,2.0,Anaheim Ducks,0.0,,16758.0,,
2008-12-31,Atlanta Thrashers,1.0,Carolina Hurricanes,3.0,,18137.0,,
2008-12-31,Edmonton Oilers,4.0,Calgary Flames,6.0,,19289.0,,
2008-12-31,New Jersey Devils,2.0,Dallas Stars,4.0,,18584.0,,
2008-12-31,San Jose Sharks,2.0,Minnesota Wild,3.0,OT,18568.0,,
2008-12-31,Florida Panthers,2.0,New York Islanders,4.0,,12211.0,,
2008-12-31,Colorado Avalanche,1.0,Phoenix Coyotes,3.0,,15008.0,,
2009-01-01,Pittsburgh Penguins,2.0,Boston Bruins,4.0,,17565.0,,
2009-01-01,Detroit Red Wings,6.0,Chicago Blackhawks,4.0,,40818.0,,NHL Winter Classic
2009-01-01,Vancouver Canucks,2.0,Nashville Predators,1.0,,16502.0,,
2009-01-01,Buffalo Sabres,4.0,Toronto Maple Leafs,1.0,,19176.0,,
2009-01-01,Tampa Bay Lightning,4.0,Washington Capitals,7.0,,18277.0,,
2009-01-02,Philadelphia Flyers,5.0,Anaheim Ducks,4.0,SO,17597.0,,
2009-01-02,Vancouver Canucks,3.0,Atlanta Thrashers,4.0,SO,14902.0,,
2009-01-02,St. Louis Blues,1.0,Carolina Hurricanes,2.0,,17092.0,,
2009-01-02,Columbus Blue Jackets,6.0,Colorado Avalanche,1.0,,14482.0,,
2009-01-02,Montreal Canadiens,1.0,New Jersey Devils,4.0,,17625.0,,
2009-01-02,New York Islanders,4.0,Phoenix Coyotes,5.0,,14547.0,,
2009-01-03,Buffalo Sabres,4.0,Boston Bruins,2.0,,17565.0,,
2009-01-03,Dallas Stars,1.0,Edmonton Oilers,4.0,,16839.0,,
2009-01-03,Philadelphia Flyers,1.0,Los Angeles Kings,2.0,SO,18118.0,,
2009-01-03,Detroit Red Wings,3.0,Minnesota Wild,2.0,SO,18568.0,,
2009-01-03,Calgary Flames,3.0,Nashville Predators,2.0,,14321.0,,
2009-01-03,Florida Panthers,6.0,Pittsburgh Penguins,1.0,,17042.0,,
2009-01-03,New York Islanders,3.0,San Jose Sharks,5.0,,17496.0,,
2009-01-03,Columbus Blue Jackets,2.0,St. Louis Blues,5.0,,19150.0,,
2009-01-03,Carolina Hurricanes,3.0,Tampa Bay Lightning,2.0,,15873.0,,
2009-01-03,Ottawa Senators,1.0,Toronto Maple Leafs,3.0,,19406.0,,
2009-01-03,New York Rangers,1.0,Washington Capitals,2.0,,18277.0,,
2009-01-04,Phoenix Coyotes,0.0,Anaheim Ducks,2.0,,16878.0,,
2009-01-04,Tampa Bay Lightning,4.0,Atlanta Thrashers,1.0,,10750.0,,
2009-01-04,Calgary Flames,2.0,Chicago Blackhawks,5.0,,22146.0,,
2009-01-04,Minnesota Wild,2.0,Colorado Avalanche,0.0,,14125.0,,
2009-01-04,Florida Panthers,5.0,Montreal Canadiens,6.0,SO,21273.0,,
2009-01-04,Ottawa Senators,3.0,New Jersey Devils,4.0,OT,14798.0,,
2009-01-04,Dallas Stars,3.0,Vancouver Canucks,2.0,SO,18630.0,,
2009-01-05,New York Islanders,2.0,Edmonton Oilers,3.0,,16839.0,,
2009-01-05,Pittsburgh Penguins,0.0,New York Rangers,4.0,,18200.0,,
2009-01-06,Los Angeles Kings,1.0,Anaheim Ducks,3.0,,17174.0,,
2009-01-06,Minnesota Wild,1.0,Boston Bruins,0.0,,16272.0,,
2009-01-06,Ottawa Senators,2.0,Buffalo Sabres,4.0,,18443.0,,
2009-01-06,New Jersey Devils,2.0,Carolina Hurricanes,3.0,,15399.0,,
2009-01-06,San Jose Sharks,2.0,Calgary Flames,5.0,,19289.0,,
2009-01-06,Columbus Blue Jackets,0.0,Detroit Red Wings,3.0,,19717.0,,
2009-01-06,Colorado Avalanche,2.0,Nashville Predators,1.0,,13598.0,,
2009-01-06,Chicago Blackhawks,6.0,Phoenix Coyotes,0.0,,14651.0,,
2009-01-06,Atlanta Thrashers,1.0,Pittsburgh Penguins,3.0,,16975.0,,
2009-01-06,Florida Panthers,4.0,Toronto Maple Leafs,2.0,,19197.0,,
2009-01-06,Philadelphia Flyers,1.0,Washington Capitals,2.0,SO,18277.0,,
2009-01-07,Vancouver Canucks,4.0,Edmonton Oilers,2.0,,16839.0,,
2009-01-07,Montreal Canadiens,6.0,New York Rangers,3.0,,18200.0,,
2009-01-08,Ottawa Senators,4.0,Boston Bruins,6.0,,16464.0,,
2009-01-08,New York Islanders,2.0,Calgary Flames,5.0,,19289.0,,
2009-01-08,Chicago Blackhawks,1.0,Colorado Avalanche,2.0,,15174.0,,
2009-01-08,Dallas Stars,1.0,Detroit Red Wings,6.0,,20066.0,,
2009-01-08,Carolina Hurricanes,2.0,Florida Panthers,4.0,,10323.0,,
2009-01-08,Anaheim Ducks,3.0,Los Angeles Kings,4.0,,18118.0,,
2009-01-08,Toronto Maple Leafs,2.0,Montreal Canadiens,6.0,,21273.0,,
2009-01-08,Atlanta Thrashers,4.0,New Jersey Devils,0.0,,16489.0,,
2009-01-08,Pittsburgh Penguins,3.0,Nashville Predators,5.0,,14297.0,,
2009-01-08,Minnesota Wild,1.0,Philadelphia Flyers,3.0,,19596.0,,
2009-01-08,Tampa Bay Lightning,2.0,Phoenix Coyotes,3.0,,13736.0,,
2009-01-09,Tampa Bay Lightning,4.0,Anaheim Ducks,3.0,,17174.0,,
2009-01-09,New York Rangers,1.0,Buffalo Sabres,2.0,SO,18385.0,,
2009-01-09,San Jose Sharks,4.0,Edmonton Oilers,1.0,,16839.0,,
2009-01-09,St. Louis Blues,6.0,Vancouver Canucks,4.0,,18630.0,,
2009-01-09,Columbus Blue Jackets,3.0,Washington Capitals,0.0,,18277.0,,
2009-01-10,Carolina Hurricanes,1.0,Boston Bruins,5.0,,17565.0,,
2009-01-10,Minnesota Wild,2.0,Columbus Blue Jackets,4.0,,16605.0,,
2009-01-10,Pittsburgh Penguins,3.0,Colorado Avalanche,5.0,,17908.0,,
2009-01-10,Buffalo Sabres,1.0,Detroit Red Wings,3.0,,20066.0,,
2009-01-10,Atlanta Thrashers,4.0,Florida Panthers,8.0,,14323.0,,
2009-01-10,New Jersey Devils,5.0,Los Angeles Kings,1.0,,18118.0,,
2009-01-10,Washington Capitals,4.0,Montreal Canadiens,5.0,,21273.0,,
2009-01-10,Chicago Blackhawks,1.0,Nashville Predators,4.0,,16802.0,,
2009-01-10,New York Rangers,2.0,Ottawa Senators,0.0,,19029.0,,
2009-01-10,Toronto Maple Leafs,1.0,Philadelphia Flyers,4.0,,19787.0,,
2009-01-10,Dallas Stars,0.0,Phoenix Coyotes,1.0,SO,14557.0,,
2009-01-10,San Jose Sharks,4.0,Vancouver Canucks,2.0,,18630.0,,
2009-01-11,New Jersey Devils,3.0,Anaheim Ducks,4.0,,17331.0,,
2009-01-11,Nashville Predators,1.0,Chicago Blackhawks,3.0,,21666.0,,
2009-01-11,St. Louis Blues,1.0,Edmonton Oilers,2.0,,16839.0,,
2009-01-12,Detroit Red Wings,4.0,Dallas Stars,5.0,OT,17648.0,,
2009-01-12,Tampa Bay Lightning,3.0,Los Angeles Kings,1.0,,16511.0,,
2009-01-13,Montreal Canadiens,1.0,Boston Bruins,3.0,,17565.0,,
2009-01-13,Colorado Avalanche,3.0,Columbus Blue Jackets,4.0,,15343.0,,
2009-01-13,St. Louis Blues,1.0,Calgary Flames,3.0,,19289.0,,
2009-01-13,Phoenix Coyotes,3.0,Minnesota Wild,6.0,,18568.0,,
2009-01-13,New York Rangers,2.0,New York Islanders,1.0,,16234.0,,
2009-01-13,Carolina Hurricanes,1.0,Ottawa Senators,5.0,,18512.0,,
2009-01-13,Pittsburgh Penguins,4.0,Philadelphia Flyers,2.0,,19872.0,,
2009-01-13,Tampa Bay Lightning,1.0,San Jose Sharks,7.0,,17496.0,,
2009-01-13,Nashville Predators,2.0,Toronto Maple Leafs,0.0,,19223.0,,
2009-01-13,New Jersey Devils,5.0,Vancouver Canucks,3.0,,18630.0,,
2009-01-13,Edmonton Oilers,5.0,Washington Capitals,2.0,,17948.0,,
2009-01-14,Detroit Red Wings,4.0,Anaheim Ducks,3.0,,17525.0,,
2009-01-14,Ottawa Senators,3.0,Atlanta Thrashers,2.0,,14163.0,,
2009-01-14,Buffalo Sabres,1.0,Chicago Blackhawks,4.0,,21684.0,,
2009-01-14,Washington Capitals,6.0,Pittsburgh Penguins,3.0,,16975.0,,
2009-01-15,Toronto Maple Leafs,6.0,Carolina Hurricanes,4.0,,18037.0,,
2009-01-15,Buffalo Sabres,5.0,Dallas Stars,4.0,SO,17339.0,,
2009-01-15,Detroit Red Wings,4.0,Los Angeles Kings,0.0,,18118.0,,
2009-01-15,Edmonton Oilers,1.0,Minnesota Wild,5.0,,18568.0,,
2009-01-15,Nashville Predators,2.0,Montreal Canadiens,3.0,,21273.0,,
